UniqueID,disbursed_amount,asset_cost,ltv,branch_id,supplier_id,manufacturer_id,Current_pincode_ID,Date.of.Birth,Employment.Type,DisbursalDate,State_ID,loan_default
451209,37439,71141,53.42,160,21773,86,84,05-08-1983,Self employed,20-08-2018,1,0
469889,57397,102431,58.54,5,23613,48,3300,01-01-1989,Salaried,28-08-2018,9,0
574733,55413,86618,65.81,7,22610,86,5811,05-08-1998,,13-10-2018,3,1
649936,63213,86072,75.52,48,21883,86,6400,12-09-1968,Self employed,31-10-2018,5,0
509962,55759,65915,86.48,67,22727,45,1438,10-04-1992,Self employed,16-09-2018,6,1
640404,59547,67734,89.47,15,23459,45,305,01-01-1971,Self employed,30-10-2018,11,0
437454,48245,65083,76.82,147,17285,86,2785,05-05-1975,Self employed,14-08-2018,2,0
653243,69169,98248,71.25,36,24165,48,6679,01-01-1995,Self employed,31-10-2018,13,0
475255,72800,110815,67.68,20,23822,48,6155,18-10-1994,Self employed,30-08-2018,5,1
447975,58059,71090,83.42,17,15047,86,3248,01-08-1983,Self employed,18-08-2018,17,0
438010,42735,67700,67.21,120,18643,86,6909,04-06-1983,Salaried,14-08-2018,12,0
451224,34439,62689,57.43,11,23888,49,5990,13-09-1995,Self employed,20-08-2018,3,0
507148,67382,81081,84.85,18,14234,86,2690,07-03-1988,Self employed,14-09-2018,4,0
569166,63882,102280,64.53,104,22635,48,7133,29-05-1980,Salaried,11-10-2018,10,0
641361,60857,69900,90,152,23009,45,4960,15-04-1984,Salaried,30-10-2018,3,0
515043,42439,67124,68.53,103,18823,86,7004,02-01-1988,Self employed,18-09-2018,7,0
524298,41194,71259,58.66,18,13971,86,2705,20-09-1971,Salaried,21-09-2018,4,0
589158,47576,65986,73.5,18,23483,51,2701,09-03-1964,Self employed,19-10-2018,4,0
441718,47268,61646,82.73,3,17431,86,551,02-01-1978,Self employed,16-08-2018,15,0
530705,59513,69859,87.32,138,20470,86,3339,15-06-1979,Self employed,23-09-2018,9,1
462414,36639,62649,60.18,153,18315,86,368,12-04-1975,Self employed,24-08-2018,11,0
493858,51303,65900,78.91,146,14132,45,3002,01-01-1974,Salaried,07-09-2018,14,0
429204,37439,60390,64.58,11,23150,48,5959,12-12-1983,Self employed,09-08-2018,3,0
629437,38439,73409,53.13,48,16712,45,6298,01-01-1997,Self employed,27-10-2018,5,0
560720,55959,71715,79.76,19,21264,86,1838,08-09-1965,Salaried,06-10-2018,4,0
505549,50878,76300,69.2,254,23292,51,6749,29-07-1995,Salaried,14-09-2018,13,0
611771,55004,102339,57.16,3,21413,51,81,06-07-1989,Salaried,24-10-2018,1,0
620219,56801,71162,84.88,147,17223,86,2790,01-01-1981,Self employed,25-10-2018,2,0
573484,47849,76551,65.32,120,24341,51,6944,01-01-1987,Self employed,13-10-2018,12,0
620876,49077,64910,79.03,105,24641,48,1251,01-01-1986,Salaried,25-10-2018,6,0
544667,43094,73100,60.19,5,23401,51,3442,01-01-1964,Self employed,28-09-2018,9,1
417561,56713,72600,79.89,135,23618,86,1665,15-03-1975,Self employed,01-08-2018,4,0
430029,56211,73000,79.16,2,14770,51,1628,28-10-1980,Salaried,09-08-2018,4,0
479567,45649,61055,76.82,67,22727,45,1430,18-09-1985,Salaried,30-08-2018,6,0
563845,48349,74275,67.32,1,22452,45,5114,01-07-1980,Salaried,08-10-2018,3,0
568395,38439,74100,52.63,64,23306,45,3523,10-01-1975,Self employed,11-10-2018,9,1
617652,83350,144500,58.82,8,18234,49,5333,05-04-1989,Self employed,25-10-2018,3,0
605779,55809,81409,73.7,152,17795,86,4932,05-11-1961,Self employed,23-10-2018,3,0
525623,81686,116074,72.37,36,22127,120,6646,17-01-1988,Self employed,21-09-2018,13,1
652217,56659,65698,88.28,19,22752,86,1816,02-11-1988,Self employed,31-10-2018,4,0
507777,43617,58075,79.9,105,20292,48,1244,01-01-1983,Salaried,15-09-2018,6,0
649685,41122,89836,46.75,136,18155,48,3753,05-06-1992,Self employed,31-10-2018,8,0
531412,51303,69336,76.44,104,20379,86,7148,01-01-1977,Self employed,24-09-2018,10,0
593571,62947,75500,84.77,2,22430,86,2377,11-05-1985,Salaried,21-10-2018,4,0
624212,67669,78564,88.46,10,15651,86,5710,01-01-1988,Self employed,26-10-2018,3,1
587907,81336,111596,74.96,7,15070,51,5739,18-03-1984,Self employed,19-10-2018,3,0
510521,59383,77911,79.58,61,22778,86,1322,06-12-1974,Salaried,16-09-2018,6,0
581513,53303,73924,74.4,103,24366,49,6990,08-08-1968,Salaried,16-10-2018,7,1
641721,49763,78455,66.28,8,14854,45,5574,26-02-1993,Self employed,30-10-2018,3,1
642682,79686,110500,74.21,255,23489,51,5849,01-01-1979,Self employed,30-10-2018,3,1
614845,53078,73588,73.38,11,14002,51,5940,07-08-1980,Self employed,24-10-2018,3,0
498638,55959,63400,89.91,15,23431,45,303,01-01-1986,Self employed,10-09-2018,11,0
637875,58259,71689,82.3,16,21003,86,3024,10-02-1968,Self employed,29-10-2018,14,0
600656,51303,62432,83.29,257,23924,45,946,01-01-1982,Self employed,22-10-2018,6,1
451851,52078,61312,88.07,67,22703,86,1427,07-04-1981,Self employed,21-08-2018,6,1
476692,45789,65012,73.83,18,14234,86,2692,01-01-1979,Salaried,30-08-2018,4,0
510867,79033,110448,73.34,104,23786,145,7125,09-12-1997,,16-09-2018,10,0
519488,56759,65325,89.55,61,22778,86,1316,15-06-1967,Salaried,19-09-2018,6,1
478720,61213,83640,74.73,136,18651,48,3685,17-08-1980,Salaried,30-08-2018,8,0
507242,65669,80659,83.07,136,23432,51,3800,24-09-1983,Self employed,14-09-2018,8,1
653948,62947,77741,83.61,7,23308,45,5789,02-03-1960,Self employed,31-10-2018,3,1
515036,48293,98078,51.49,120,23452,48,6930,01-01-1976,Self employed,18-09-2018,12,0
613237,68132,82757,84.58,5,17980,86,3363,07-05-1992,Self employed,24-10-2018,9,0
537243,45814,67310,69.83,18,14046,48,2732,30-10-1996,Salaried,26-09-2018,4,1
646625,36439,74401,49.73,48,15905,86,6322,01-01-1974,Self employed,31-10-2018,5,0
544343,40394,54803,74.81,136,24003,51,3731,10-02-1968,Self employed,28-09-2018,8,0
625928,40394,67671,62.06,1,18310,86,4944,05-02-1995,Salaried,26-10-2018,3,0
615922,36439,52738,70.16,9,23879,51,5436,01-01-1991,Self employed,24-10-2018,3,0
582536,75051,107910,71.63,152,23274,51,5118,24-11-1986,Salaried,16-10-2018,3,1
636924,48700,67883,73,36,17920,86,6540,01-01-1993,Salaried,29-10-2018,13,0
489399,55099,70169,82.66,103,24254,86,7260,30-10-1985,Self employed,04-09-2018,7,0
501623,47145,75678,64.75,251,22971,45,6896,31-12-1980,Salaried,12-09-2018,13,0
435360,52603,63829,85.07,19,21264,86,1872,28-05-1990,Self employed,13-08-2018,4,0
443376,52579,69680,79.91,36,24139,45,6694,01-01-1986,Self employed,17-08-2018,13,0
432332,36769,59354,65.71,3,14573,45,17,06-06-1968,Salaried,11-08-2018,1,0
650329,53203,68486,79.43,111,24512,45,3183,01-01-1981,Self employed,31-10-2018,17,0
446936,40394,62738,66.95,36,23674,48,6672,10-01-1993,Self employed,18-08-2018,13,0
486341,49203,62283,81.08,67,22727,45,1406,01-06-1976,Salaried,31-08-2018,6,0
620855,40074,62561,67.85,3,16167,45,91,05-07-1970,Salaried,25-10-2018,1,0
543434,56079,74838,78.84,20,22785,120,6473,13-04-1978,Self employed,28-09-2018,5,1
573445,63247,72000,89.31,135,24078,86,1702,05-06-1987,Salaried,13-10-2018,4,0
468169,49303,72141,70.69,103,20576,51,6977,14-12-1995,Self employed,28-08-2018,7,0
641735,80843,106364,79.44,42,23199,86,5357,15-06-1992,Self employed,30-10-2018,3,0
562090,64213,82000,79.27,2,22998,120,1608,05-07-1988,Self employed,08-10-2018,4,0
629358,35991,67350,54.94,15,14710,86,295,14-01-1989,Salaried,27-10-2018,11,0
517204,72817,109740,68.34,11,24292,48,6020,01-01-1994,Self employed,19-09-2018,3,0
615203,52818,68007,83.81,78,18804,86,2450,01-01-1976,Salaried,24-10-2018,4,0
521957,119787,170850,73.16,79,23811,67,731,01-08-1980,Self employed,20-09-2018,18,0
507997,43444,58845,76.3,13,23514,51,4606,07-02-1974,Salaried,15-09-2018,8,0
618009,66169,80510,84.46,19,21435,86,1866,27-10-1996,Salaried,25-10-2018,4,0
450264,42394,52893,83.19,61,16016,86,1374,01-06-1974,Self employed,20-08-2018,6,0
592751,33884,63970,54.71,67,18129,45,1429,23-02-1995,Salaried,20-10-2018,6,0
448302,70500,81925,88.5,64,16199,86,3490,01-01-1990,Salaried,18-08-2018,9,1
522103,49479,72676,69.73,65,16159,45,6783,25-04-1972,Self employed,20-09-2018,13,0
538934,50298,60582,85,79,17413,86,738,01-01-1982,Salaried,26-09-2018,18,1
594150,64213,73083,88.94,117,23396,86,2114,11-10-1990,Salaried,21-10-2018,4,0
441197,56143,64543,89.86,65,15077,86,6784,05-01-1965,Salaried,16-08-2018,13,1
437652,49903,72704,70.15,5,14145,86,3377,01-01-1980,Self employed,14-08-2018,9,0
549199,48849,66070,74.92,207,23640,86,892,01-01-1983,Self employed,29-09-2018,6,1
550625,51078,116946,45.32,7,23090,51,5831,25-12-1995,Self employed,29-09-2018,3,0
450994,66582,80150,84.84,135,14791,51,1794,07-07-1962,Salaried,20-08-2018,4,0
462096,60147,68600,89.94,2,23192,45,2386,10-02-1991,Self employed,24-08-2018,4,0
454946,48349,62631,79.83,160,24085,120,79,25-10-1995,Salaried,22-08-2018,1,0
572379,55459,71541,79.67,5,14145,86,3323,19-06-1987,Self employed,12-10-2018,9,0
605368,57709,94100,62.96,16,15694,86,3013,01-01-1966,,23-10-2018,14,0
608992,39394,76710,53.45,255,23415,45,5846,01-01-1988,Self employed,23-10-2018,3,0
553960,61447,78500,79.62,135,24013,120,2365,22-05-1982,Salaried,30-09-2018,4,0
607767,51553,88649,59.79,9,22522,49,5429,01-01-1995,Self employed,23-10-2018,3,0
574926,55013,75590,74.08,29,15222,51,5896,07-09-1994,Self employed,13-10-2018,3,1
622451,59473,98461,62.97,74,17436,48,2587,01-01-1970,Salaried,26-10-2018,4,1
455494,50243,62594,84.67,250,23026,86,1552,19-11-1967,Salaried,22-08-2018,20,0
568816,68669,93620,74.77,136,18651,48,3821,18-09-1994,Salaried,11-10-2018,8,1
637139,49349,82622,60.52,9,16120,86,5485,21-05-1997,,29-10-2018,3,0
605204,57763,67600,87.28,97,15777,45,1140,01-08-1978,Self employed,23-10-2018,6,0
651438,45401,80286,61.03,63,18636,86,7119,13-05-1995,Salaried,31-10-2018,10,0
478180,60213,89011,69.09,136,14028,48,3790,08-03-1993,Salaried,30-08-2018,8,0
646657,63213,80072,79.93,130,16310,86,1061,01-06-1976,Self employed,31-10-2018,6,1
427683,50065,67502,80,36,22805,49,6665,01-01-1983,Salaried,08-08-2018,13,0
621440,46349,78240,61.35,1,18068,86,6085,01-01-1990,Self employed,25-10-2018,3,0
542282,58300,74000,80.46,2,14770,86,1666,16-03-1990,Self employed,27-09-2018,4,0
447644,63213,90531,71.8,48,21668,51,6390,06-01-1992,Self employed,18-08-2018,5,0
436593,49803,71401,72.13,160,14180,86,94,02-02-1968,Salaried,13-08-2018,16,0
556586,59447,99140,62.03,120,21514,51,6912,15-03-1993,Self employed,04-10-2018,12,0
640035,60813,73038,84.48,61,16487,45,1333,01-06-1968,Salaried,30-10-2018,6,0
615156,53203,88210,61.1,8,17610,49,5522,07-10-1993,Self employed,24-10-2018,3,0
526143,43394,68657,64.09,8,23115,86,5596,20-08-1972,Self employed,21-09-2018,3,0
422264,50578,59450,88.31,73,23863,45,216,01-01-1982,Self employed,04-08-2018,16,1
549182,65169,77625,85.02,19,14375,86,1838,02-04-1978,Self employed,29-09-2018,4,0
504030,51803,74584,71.73,79,20996,45,764,01-01-1990,Self employed,14-09-2018,18,1
588205,47700,77000,63.64,18,15532,51,2709,16-10-1981,Self employed,19-10-2018,4,0
513269,41844,64702,66.38,160,14151,45,60,26-02-1961,Salaried,17-09-2018,1,0
438743,43429,57739,79.67,74,17436,48,2607,01-01-1997,Self employed,14-08-2018,4,1
463847,91570,140000,68.57,250,23163,49,1546,23-10-1991,Self employed,25-08-2018,6,0
587596,53303,69585,77.6,67,16694,86,1506,13-11-1968,Self employed,19-10-2018,6,0
635672,72017,94157,78.59,16,14143,48,3013,01-05-1987,Self employed,29-10-2018,14,0
648541,46349,70435,66.73,36,24508,86,6697,15-01-1981,Self employed,31-10-2018,13,0
609132,53541,69895,79.98,105,24641,48,1229,29-07-1977,Salaried,23-10-2018,6,1
637065,45398,54900,85.46,147,17705,45,2790,04-07-1987,Salaried,29-10-2018,2,1
619553,55460,69275,82.57,15,23158,45,295,03-05-1963,Self employed,25-10-2018,11,0
575159,53803,68503,79.56,9,18062,86,5377,03-01-1992,Salaried,13-10-2018,3,1
504339,65669,83453,80.28,69,21202,86,4086,16-05-1977,Self employed,14-09-2018,8,0
583149,54303,75559,72.79,147,17169,51,2796,23-03-1988,Salaried,16-10-2018,2,0
446516,49696,72118,70.88,251,18449,86,6859,31-12-1978,Self employed,18-08-2018,13,0
480613,55833,67286,87.69,251,22969,45,6863,31-12-1996,Self employed,31-08-2018,13,1
617516,42394,101150,43.5,10,24187,49,5706,13-12-1997,,25-10-2018,3,1
443020,70123,100958,71.32,136,14189,86,3738,19-10-1995,Salaried,17-08-2018,8,0
560556,55259,68195,82.12,136,15705,45,3771,07-01-1973,Self employed,06-10-2018,8,0
588485,57209,70996,84.79,162,22748,49,1867,23-07-1978,Self employed,19-10-2018,4,0
451115,42394,68945,63.82,1,15242,45,5096,01-03-1975,Self employed,20-08-2018,3,0
505587,61182,92235,68.56,36,23659,48,6696,03-05-1988,Self employed,14-09-2018,13,0
542746,62213,70383,89.51,2,17473,86,2373,02-01-1975,Self employed,27-09-2018,4,0
554067,36739,67326,59.41,103,18823,86,6988,08-10-1996,Self employed,30-09-2018,7,0
549920,41394,77200,55.7,152,17964,86,6068,01-01-1965,Self employed,29-09-2018,3,0
628606,94799,142500,68.07,152,20538,120,6041,18-02-1976,Self employed,27-10-2018,3,0
520005,52478,68500,79.42,2,22574,51,1721,07-07-1979,Self employed,19-09-2018,4,0
540204,79533,108000,74.54,2,23908,48,2382,01-06-1962,Salaried,27-09-2018,4,0
527103,49703,62270,81.9,136,23384,86,3698,13-06-1980,Salaried,21-09-2018,8,0
489501,86120,109179,80.6,2,24180,86,1608,23-08-1982,Salaried,04-09-2018,4,0
507861,50578,68328,75.37,34,23024,86,977,21-01-1997,Self employed,15-09-2018,6,0
475543,52203,82530,66.64,251,22995,48,6873,24-10-1987,Self employed,30-08-2018,13,0
605000,70123,81300,87.95,248,24099,86,1793,13-04-1988,Salaried,23-10-2018,4,0
542632,58354,70112,85,5,15663,86,3357,01-01-1982,Salaried,27-09-2018,9,0
461675,23324,41428,60.35,74,16686,48,2610,01-06-1993,Salaried,24-08-2018,4,0
481826,67169,99712,69.2,11,23830,51,5989,05-09-1994,Self employed,31-08-2018,3,1
583608,48478,67213,74.99,254,23362,49,6760,05-04-1979,Self employed,16-10-2018,13,1
583044,48349,69771,70.23,34,23352,120,988,03-05-1971,Self employed,16-10-2018,6,0
499483,76079,105033,74.26,1,22369,51,5092,16-10-1998,,11-09-2018,3,0
646312,57259,77311,76.32,42,23880,45,5340,09-07-1991,Self employed,31-10-2018,3,0
445315,73516,86550,86.65,135,20676,86,1670,10-04-1964,Self employed,17-08-2018,4,0
455918,57059,97300,61.66,103,24188,51,7161,07-09-1996,Self employed,22-08-2018,7,0
622335,46145,58654,81.84,61,22817,86,1339,01-01-1979,Self employed,26-10-2018,6,0
613041,80286,111800,72.99,11,23409,48,5966,01-01-1989,Self employed,24-10-2018,3,0
580573,53703,72654,74.88,42,23588,49,5247,02-01-1986,Self employed,15-10-2018,3,0
454074,55459,63010,89.99,136,23894,45,3726,19-06-1992,Self employed,21-08-2018,8,1
585906,47545,63593,76.11,105,20333,45,1241,01-01-1978,Salaried,17-10-2018,6,1
542816,53303,69118,78.13,3,16419,120,6,01-01-1983,Self employed,27-09-2018,1,0
435326,39894,70117,59.19,11,24314,45,5948,11-10-1986,Self employed,13-08-2018,3,0
517014,48299,64729,76.47,67,18166,86,1440,09-07-1991,Salaried,19-09-2018,6,0
430003,57759,65000,90,2,24127,86,1628,01-07-1976,Self employed,09-08-2018,4,1
491412,62170,88760,73.91,36,23071,48,6687,12-04-1976,Self employed,05-09-2018,13,1
568447,32304,61862,54.96,103,23267,48,6977,01-01-1973,Self employed,11-10-2018,7,0
504461,41394,78441,54.82,7,20473,86,5781,07-12-1992,Salaried,14-09-2018,3,0
546936,53703,71040,77.42,67,16583,120,1467,04-01-1976,Self employed,28-09-2018,6,0
420231,55216,72500,78.33,2,14770,120,1607,01-01-1975,Self employed,03-08-2018,4,0
549480,51428,69074,79.62,3,16264,120,80,18-04-1990,Self employed,29-09-2018,1,1
648294,36039,52739,70.92,160,14343,86,3,25-06-1970,Salaried,31-10-2018,1,0
624226,77751,110994,72.08,1,24591,51,6081,06-04-1991,Self employed,26-10-2018,3,0
627848,46145,63226,74.34,42,23195,45,5229,25-02-1981,Self employed,26-10-2018,3,0
646035,39439,72007,55.55,48,21091,45,6396,20-09-1956,Self employed,31-10-2018,5,1
639974,67558,171122,41.49,17,24431,67,3240,01-10-1974,Salaried,30-10-2018,17,1
440549,52303,62900,84.26,136,14095,45,3755,22-07-1984,Self employed,16-08-2018,8,0
449973,61663,108707,59.79,138,22872,120,3422,19-06-1994,Self employed,20-08-2018,9,0
562081,49145,71920,69.52,29,23904,49,5923,12-06-1999,,08-10-2018,3,0
532341,24679,63839,39.63,72,16676,86,476,01-01-1973,Self employed,24-09-2018,11,0
493832,53003,68802,78.78,34,15196,86,1051,01-01-1987,Salaried,07-09-2018,6,0
581195,66169,74715,89.67,19,16982,86,1859,01-01-1970,Self employed,16-10-2018,4,1
470143,44845,56216,83.07,74,16633,45,2578,17-07-1990,Salaried,28-08-2018,4,0
595882,53278,69030,79.68,67,23146,86,1577,14-09-1982,Salaried,21-10-2018,6,0
472811,67882,119028,58.81,36,22127,120,6642,31-12-1988,Self employed,29-08-2018,13,1
633079,76389,142151,54.87,2,24378,51,1711,07-11-1992,Salaried,28-10-2018,4,0
509641,54559,74500,74.23,2,23852,51,1724,11-05-1990,Salaried,16-09-2018,4,0
620660,64419,103849,63.55,136,18651,48,3830,01-08-1987,Salaried,25-10-2018,8,0
574250,46849,62478,77.63,3,13948,86,51,01-01-1984,Self employed,13-10-2018,1,0
480480,54263,65000,85,2,23169,45,1726,08-11-1986,Salaried,31-08-2018,4,0
651018,52303,61300,86.46,136,14095,45,3730,21-03-1978,Self employed,31-10-2018,8,1
619303,46849,63397,74.92,79,21177,45,750,01-01-1992,Self employed,25-10-2018,18,0
522812,53803,78334,70.21,159,23137,86,7194,01-02-1994,Salaried,20-09-2018,7,0
462080,43644,67280,66.88,138,15943,45,3363,22-07-1980,Self employed,24-08-2018,9,0
617162,72317,89000,83.15,248,20675,86,1759,01-06-1973,Salaried,25-10-2018,4,0
502616,60147,93494,66.31,36,22412,48,6610,01-03-1984,Self employed,12-09-2018,13,0
598816,50553,61654,84.34,105,20333,45,1197,23-08-1997,Salaried,22-10-2018,6,0
646511,92555,137030,69.33,11,13913,48,5940,17-05-1982,Self employed,31-10-2018,3,0
586771,64113,78900,86.69,5,21721,45,3392,02-05-1986,Salaried,18-10-2018,9,0
508443,81686,113936,73.73,7,23090,51,5783,16-02-1996,Self employed,15-09-2018,3,0
471985,53303,64674,85.04,34,15662,86,1081,31-05-1962,Self employed,29-08-2018,6,0
570878,49103,74581,68.38,68,21746,86,873,13-01-1997,Salaried,12-10-2018,6,0
443695,58259,86011,69.76,16,18473,86,2984,01-05-1984,,17-08-2018,14,0
427681,67669,92413,74.66,7,23571,145,5739,27-01-1994,Self employed,08-08-2018,3,0
483977,53503,65454,84.03,67,16694,86,1430,01-01-1977,Salaried,31-08-2018,6,0
616684,55759,74303,76.04,105,15798,86,1204,31-08-1995,Self employed,25-10-2018,6,1
634239,30081,71409,44.81,34,15142,86,1074,29-02-1976,Salaried,28-10-2018,6,0
545818,53569,65368,84.99,34,15217,86,1003,01-01-1958,Self employed,28-09-2018,6,0
629689,24124,50920,49.1,70,22593,48,2427,08-09-1991,Self employed,27-10-2018,4,1
478759,80686,93281,88.98,162,23833,86,1912,28-08-1987,Self employed,30-08-2018,4,0
604383,23574,75169,33.26,42,23880,45,5352,07-04-1991,Self employed,23-10-2018,3,0
552720,59189,81000,74.99,2,23169,45,1720,17-06-1992,Salaried,30-09-2018,4,0
472624,38420,63477,62.9,147,17223,86,2782,01-01-1974,Self employed,29-08-2018,2,1
541361,62647,98702,64.54,36,23048,49,6597,19-09-1983,Self employed,27-09-2018,13,0
588957,56659,67152,86.37,67,22045,86,1510,09-03-1991,Self employed,19-10-2018,6,0
551809,65517,78301,84.99,13,20716,86,4675,06-07-1988,Salaried,30-09-2018,8,0
445021,47095,69340,70.52,8,18309,86,5518,07-02-1980,Self employed,17-08-2018,3,0
624028,54519,78376,74,103,22745,45,6978,29-11-1989,Self employed,26-10-2018,7,1
607706,54078,68312,80.51,160,14151,45,1,10-03-1967,Self employed,23-10-2018,1,1
530084,61913,81300,78.72,138,24067,51,3332,28-08-1974,Salaried,23-09-2018,9,0
549044,53600,61480,88.97,72,16680,45,475,01-01-1975,Self employed,29-09-2018,11,1
549351,65182,75000,89.07,48,21883,86,6431,06-02-1972,Salaried,29-09-2018,5,0
557744,83586,108543,78.22,162,21635,86,1857,18-06-1990,Salaried,04-10-2018,4,0
626626,48749,68711,72.77,67,16694,86,1446,24-02-1963,Self employed,26-10-2018,6,0
572857,86620,119755,74.32,7,23344,120,5781,01-01-1967,Self employed,12-10-2018,3,0
581835,76545,92372,84.44,138,14292,48,3332,21-03-1994,Salaried,16-10-2018,9,0
515324,57559,69335,86.54,104,20690,86,7128,01-01-1981,Self employed,18-09-2018,10,0
595202,64169,100844,65.45,9,16450,49,5414,13-07-1994,Self employed,21-10-2018,3,0
599189,64082,78643,83.67,18,14234,86,2691,24-04-1982,Self employed,22-10-2018,4,1
577092,52478,68050,79.35,67,22974,120,1482,15-02-1978,Self employed,14-10-2018,6,0
442247,51688,65322,83.43,36,21242,86,6588,01-01-1975,Self employed,16-08-2018,13,0
620555,56859,74333,77.49,36,23374,49,6682,01-01-1967,Self employed,25-10-2018,13,1
629827,59647,69184,88.17,61,15919,45,1357,08-02-1967,Self employed,27-10-2018,6,0
636257,38524,67522,62.2,20,16700,86,6447,20-06-1988,Salaried,29-10-2018,5,0
421555,51978,65012,82.29,18,14234,86,2701,01-01-1966,Self employed,04-08-2018,4,1
451846,63882,88814,74.31,74,22928,86,2583,10-02-1975,Self employed,21-08-2018,4,0
606900,46149,78643,60.27,18,14234,86,2691,17-04-1975,Self employed,23-10-2018,4,0
428216,30824,70984,46.49,36,22278,49,6653,01-10-1975,Salaried,08-08-2018,13,0
424572,45349,66371,69.31,16,18473,86,2984,29-09-1976,Self employed,07-08-2018,14,0
515469,57259,70400,83.81,68,18332,86,852,04-06-1986,Self employed,18-09-2018,6,1
519393,66382,85438,79,48,21215,86,6434,24-06-1989,Self employed,19-09-2018,5,0
602695,57759,72784,80.37,147,17551,86,2798,01-01-1992,Salaried,22-10-2018,2,0
427385,36275,47523,79.96,62,23211,51,461,01-01-1983,Salaried,08-08-2018,11,1
449603,40480,62270,67.88,36,18520,86,6777,03-09-1967,Salaried,20-08-2018,13,0
580292,48349,74700,65.6,1,22806,45,5096,27-10-1994,Self employed,15-10-2018,3,0
494413,50458,67000,80.6,77,17145,45,2279,04-06-1958,Salaried,07-09-2018,4,0
479199,55259,76139,73.55,146,21003,86,3028,13-07-1982,Self employed,30-08-2018,14,0
501527,57259,72800,81.04,68,18059,86,855,01-01-1981,Self employed,12-09-2018,6,1
525350,44645,65731,69.98,79,23372,86,735,13-09-1993,Self employed,21-09-2018,18,0
608006,55013,79370,71.82,1,18564,45,6087,09-02-1975,Self employed,23-10-2018,3,0
512105,42294,52971,83.06,147,24195,45,2802,01-01-1969,Salaried,17-09-2018,2,1
451595,59947,69555,89.14,34,22275,86,1084,03-01-1991,Self employed,21-08-2018,6,0
552635,62213,80710,78.06,104,20390,51,7125,13-04-1995,Self employed,30-09-2018,10,0
635615,35894,70691,51.63,202,23318,45,789,01-01-1989,Salaried,29-10-2018,18,0
590015,52703,68930,79.79,105,20292,48,1240,13-12-1981,Salaried,20-10-2018,6,0
610210,31324,63797,51.73,48,23669,45,6293,02-12-1987,Self employed,24-10-2018,5,1
494918,55859,64441,88.61,82,17308,45,4855,30-05-1976,Self employed,07-09-2018,19,0
547987,71817,97668,75.77,10,24082,86,5661,13-08-1979,Self employed,29-09-2018,3,0
594525,61647,67360,93.82,153,18302,45,516,20-05-1971,Salaried,21-10-2018,11,0
620392,57313,74010,81.07,1,18068,86,6087,20-04-1983,Self employed,25-10-2018,3,0
634139,62447,79000,80.38,135,14791,86,1802,01-06-1990,Salaried,28-10-2018,4,0
651671,60996,69761,89.59,73,21206,86,275,11-03-1996,Salaried,31-10-2018,11,0
423125,59013,67000,89.55,2,23170,86,1634,21-03-1990,Salaried,06-08-2018,4,1
502237,31804,78026,43.58,10,22023,45,5695,21-09-1990,Self employed,12-09-2018,3,0
545109,57130,68797,84.99,130,16310,86,1065,11-10-1989,Self employed,28-09-2018,6,1
463930,57993,72400,84.25,5,23736,51,3355,01-01-1966,Self employed,25-08-2018,9,0
476783,42313,73125,60.53,10,21846,86,5697,01-05-1993,Self employed,30-08-2018,3,0
494045,57259,64770,89.55,146,18473,86,2944,18-10-1995,Salaried,07-09-2018,14,1
628671,64882,78446,84.13,2,24211,86,1669,09-07-1988,Self employed,27-10-2018,4,0
648740,61113,76695,84.75,5,14347,86,3359,28-06-1984,Salaried,31-10-2018,9,0
517960,63213,111500,58.3,103,24188,51,7165,10-12-1976,Salaried,19-09-2018,7,0
597424,76079,90934,84.68,2,17473,86,1676,10-07-1961,Salaried,22-10-2018,4,0
500529,49673,106981,48.14,36,23437,51,6612,01-01-1969,Salaried,11-09-2018,13,0
461484,46948,66002,76.06,5,14145,86,3373,27-07-1985,Self employed,24-08-2018,9,0
548213,50303,73823,69.08,136,14070,86,3735,23-11-1970,Self employed,29-09-2018,8,1
523758,53713,65441,84.35,251,22969,45,6868,31-01-1976,Salaried,20-09-2018,13,0
555334,54619,75001,76,11,21475,45,5939,28-09-1965,Self employed,03-10-2018,3,0
434803,60147,68000,90,2,22764,86,1742,03-06-1996,Salaried,12-08-2018,4,0
653462,60447,77770,79.72,2,17383,86,2379,29-10-1997,Salaried,31-10-2018,4,0
478625,41894,64580,66.58,67,16605,120,1507,30-11-1990,Self employed,30-08-2018,6,1
591041,50434,75381,67.83,66,21167,86,3110,01-01-1996,Salaried,20-10-2018,17,1
556998,59213,77041,79.18,10,24082,86,5662,07-08-1995,Self employed,04-10-2018,3,0
645135,50743,71200,74.44,68,18059,86,872,27-04-1991,Self employed,30-10-2018,6,0
628882,48349,88649,55.27,9,22522,49,5491,05-04-1993,Self employed,27-10-2018,3,0
469097,59373,68813,88.65,63,17066,86,7106,30-10-1992,Salaried,28-08-2018,10,1
452272,42710,62821,70.84,61,17189,51,1315,01-01-1975,Salaried,21-08-2018,6,0
460351,51578,62000,85.48,159,23137,86,7216,01-01-1992,Self employed,24-08-2018,7,0
552916,55159,72022,79.84,142,17011,51,109,01-01-1968,Self employed,30-09-2018,16,0
548857,31859,67448,50,85,23881,48,1977,01-01-1978,Self employed,29-09-2018,4,0
436213,50078,60798,85.53,105,23683,86,1276,31-12-1978,Salaried,13-08-2018,6,0
